Player,Year,Team,Position_SIndC,GP_SIndC,TOI_SIndC,Goals_SIndC,Total_Assists_SIndC,First_Assists_SIndC,Second_Assists_SIndC,Total_Points_SIndC,IPP_SIndC,Shots_SIndC,SHPer_SIndC,iCF_SIndC,iFF_SIndC,iSCF_SIndC,iHDCF_SIndC,Rush_Attempts_SIndC,Rebounds_Created_SIndC,PIM_SIndC,Total_Penalties_SIndC,Minor_SIndC,Major_SIndC,Misconduct_SIndC,Penalties_Drawn_SIndC,Giveaways_SIndC,Takeaways_SIndC,Hits_SIndC,Hits_Taken_SIndC,Shots_Blocked_SIndC,Faceoffs_Won_SIndC,Faceoffs_Lost_SIndC,Faceoffs_Per_SIndC,Position_PPIndC,GP_PPIndC,TOI_PPIndC,Goals_PPIndC,Total_Assists_PPIndC,First_Assists_PPIndC,Second_Assists_PPIndC,Total_Points_PPIndC,IPP_PPIndC,Shots_PPIndC,SHPer_PPIndC,iCF_PPIndC,iFF_PPIndC,iSCF_PPIndC,iHDCF_PPIndC,Rush_Attempts_PPIndC,Rebounds_Created_PPIndC,PIM_PPIndC,Total_Penalties_PPIndC,Minor_PPIndC,Major_PPIndC,Misconduct_PPIndC,Penalties_Drawn_PPIndC,Giveaways_PPIndC,Takeaways_PPIndC,Hits_PPIndC,Hits_Taken_PPIndC,Shots_Blocked_PPIndC,Faceoffs_Won_PPIndC,Faceoffs_Lost_PPIndC,Faceoffs_Per_PPIndC,Position,GP,TOI,Goals,Total_Assists,First_Assists,Second_Assists,Total_Points,IPP,Shots,SHPer,iCF,iFF,iSCF,iHDCF,Rush_Attempts,Rebounds_Created,PIM,Total_Penalties,Minor,Major,Misconduct,Penalties_Drawn,Giveaways,Takeaways,Hits,Hits_Taken,Shots_Blocked,Faceoffs_Won,Faceoffs_Lost,Faceoffs_Per,Position_PkIndR,GP_PkIndR,PKTOI,PKTOI_GP,PKCF_60,PKCA_60,PKCFPer,PKFF_60,PKFA_60,PKFFPer,PKSF_60,PKSA_60,PKSFPer,PKGF_60,PKGA_60,PKGFPer,PKSCF_60,PKSCA_60,PKSCFPer,PKHDCF_60,PKHDCA_60,PKHDCFPer,PKHDGF_60,PKHDGA_60,PKHDGFPer,PKMDCF_60,PKMDCA_60,PKMDCFPer,PKMDGF_60,PKMDGA_60,PKMDGFPer,PKLDCF_60,PKLDCA_60,PKLDCFPer,PKLDGF_60,PKLDGA_60,PKLDGFPer,PKOn-Ice SHPer,PKOn-Ice SVPer,PKPDO,PKOff. Zone Faceoffs_60,PKNeu. Zone Faceoffs_60,PKDef. Zone Faceoffs_60,PKOnTFStarts_60,PKOffZoneStartPer,PKOffZoneFaceoffs_60,PKNeuZoneFaceoffs_60,PKDefZoneFaceoffs_60,PKOff. Zone Faceoff Per,Position_PPIndR,GP_PPIndR,PPTOI,PPTOI_GP,PPCF_60,PPCA_60,PPCFPer,PPFF_60,PPFA_60,PPFFPer,PPSF_60,PPSA_60,PPSFPer,PPGF_60,PPGA_60,PPGFPer,PPSCF_60,PPSCA_60,PPSCFPer,PPHDCF_60,PPHDCA_60,PPHDCFPer,PPHDGF_60,PPHDGA_60,PPHDGFPer,PPMDCF_60,PPMDCA_60,PPMDCFPer,PPMDGF_60,PPMDGA_60,PPMDGFPer,PPLDCF_60,PPLDCA_60,PPLDCFPer,PPLDGF_60,PPLDGA_60,PPLDGFPer,PPOn-Ice SHPer,PPOn-Ice SVPer,PPPDO,PPOff. Zone Faceoffs_60,PPNeu. Zone Faceoffs_60,PPDef. Zone Faceoffs_60,PPOnTFStarts_60,PPOffZoneStartPer,PPOffZoneFaceoffs_60,PPNeuZoneFaceoffs_60,PPDefZoneFaceoffs_60,PPOff. Zone Faceoff Per,Position_SIndR,GP_SIndR,TOI_SIndR,TOI_GP,CF_60,CA_60,CFPer,FF_60,FA_60,FFPer,SF_60,SA_60,SFPer,GF_60,GA_60,GFPer,SCF_60,SCA_60,SCFPer,HDCF_60,HDCA_60,HDCFPer,HDGF_60,HDGA_60,HDGFPer,MDCF_60,MDCA_60,MDCFPer,MDGF_60,MDGA_60,MDGFPer,LDCF_60,LDCA_60,LDCFPer,LDGF_60,LDGA_60,LDGFPer,On-Ice SHPer,On-Ice SVPer,PDO,Off. Zone Faceoffs_60,Neu. Zone Faceoffs_60,Def. Zone Faceoffs_60,OnTFStarts_60,OffZoneStartPer,OffZoneFaceoffs_60,NeuZoneFaceoffs_60,DefZoneFaceoffs_60,Off. Zone Faceoff Per,Position_Bios,Age,Date of Birth,Birth City,Birth State/Province,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Team,Draft Round,Round Pick,Overall Draft Position
Patrik Berglund,2018,STL,C,57.0,770.7,13.0,6.0,5.0,1.0,19.0,67.86,91.0,14.29,147.0,122.0,89.0,33.0,6.0,5.0,28.0,12.0,12.0,0.0,0.0,6.0,11.0,19.0,101.0,41.0,33.0,150.0,122.0,55.15,C,57.0,98.05,3.0,3.0,2.0,1.0,6.0,85.71,17.0,17.65,32.0,23.0,18.0,7.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,5.0,1.0,13.0,6.0,68.42,C,57.0,52.133333333333,1.0,0.0,0.0,0.0,1.0,100.00,4.0,25.00,4.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,1.0,2.0,10.0,13.0,43.48,C,57.0,52.13333333,0.914619883,14.96,87.47,14.61,14.96,62.15,19.4,14.96,50.64,22.81,1.15,2.3,33.33,3.45,35.68,8.82,2.3,11.51,16.67,0.0,1.15,0,1.53,32.23,4.55,1.53,1.53,50,3.32,68.16,4.65,0.0,0.0,-,7.69,95.45,1.031,2.3,6.91,12.66,96.68,15.38,3.45,13.81,18.41,15.79,C,57.0,98.05,1.7201754390000001,88.73,14.07,86.31,65.48,12.24,84.25,48.34,10.4,82.29,4.28,1.22,77.78,41.61,6.12,87.18,18.36,3.06,85.71,2.45,0.61,80,31.0,4.08,88.37,0.82,0.0,100,66.29,7.07,90.36,1.77,0.88,66.67,8.86,88.24,0.971,15.3,9.79,3.67,44.67,80.65,31.21,14.07,7.96,79.69,C,57.0,920.8833332999999,16.15584795,58.51,49.65,54.1,43.26,35.77,54.74,31.93,26.78,54.38,2.35,2.35,50,24.43,24.04,50.4,8.93,9.12,49.46,0.72,1.43,33.33,20.68,19.89,50.96,1.22,0.61,66.67,40.75,30.4,57.28,1.04,0.56,64.71,7.35,91.24,0.986,9.64,13.16,10.42,48.02,48.05,17.59,19.48,19.87,46.96,C,30.0,6/2/88,Västerås,,SWE,SWE,76.0,215.0,2006,STL,1,25,25
Patrik Laine,2018,WPG,R,82.0,1104.7166666667,24.0,15.0,7.0,8.0,39.0,63.93,168.0,14.29,321.0,243.0,162.0,51.0,12.0,12.0,16.0,7.0,7.0,0.0,0.0,15.0,37.0,27.0,73.0,57.0,43.0,11.0,29.0,27.50,R,82.0,246.55,20.0,11.0,5.0,6.0,31.0,72.09,73.0,27.40,145.0,110.0,52.0,8.0,0.0,2.0,8.0,4.0,4.0,0.0,0.0,0.0,14.0,2.0,1.0,4.0,0.0,0.0,2.0,0.00,R,82.0,0.1,0.0,0.0,0.0,0.0,0.0,-,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00,R,82.0,0.1,0.001219512,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,-,-,-,600.0,0.0,0.0,600.0,100,600.0,0.0,0.0,100,R,82.0,246.55,3.006707317,105.13,16.55,86.4,85.18,15.09,84.95,61.33,12.41,83.17,10.46,1.46,87.76,49.16,7.06,87.45,19.23,3.65,84.04,2.92,0.97,75,39.91,4.54,89.78,4.22,0.65,86.67,73.82,8.08,90.13,6.33,0.0,100,17.06,88.24,1.053,31.15,5.6,0.97,7.79,96.97,61.08,11.44,3.89,94.01,R,82.0,1351.416667,16.48069106,68.37,51.81,56.89,52.21,39.2,57.12,36.89,28.9,56.07,4.62,2.35,66.24,30.15,22.2,57.59,11.41,9.46,54.68,1.78,1.33,57.14,24.98,16.99,59.52,1.95,0.95,67.35,45.92,34.12,57.37,1.86,0.38,82.86,12.52,91.86,1.044,15.01,10.12,6.75,41.82,68.98,29.44,16.21,14.16,67.52,R,20.0,4/19/98,Tampere,,FIN,FIN,77.0,206.0,2016,WPG,1,2,2
Patrik Nemeth,2018,COL,D,68.0,1120.8,3.0,10.0,3.0,7.0,13.0,20.31,70.0,4.29,141.0,98.0,29.0,2.0,2.0,1.0,39.0,17.0,16.0,1.0,0.0,9.0,18.0,13.0,57.0,129.0,136.0,0.0,3.0,0.00,D,68.0,2.9166666666667003,0.0,0.0,0.0,0.0,0.0,-,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,D,68.0,226.51666666667003,0.0,2.0,1.0,1.0,2.0,40.00,3.0,0.00,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,7.0,1.0,9.0,2.0,49.0,0.0,0.0,-,D,68.0,226.5166667,3.3311274510000004,8.21,118.67,6.47,6.89,88.74,7.2,5.56,62.51,8.17,1.32,5.3,20,4.5,50.59,8.17,1.59,20.93,7.06,0.53,1.32,28.57,3.88,39.56,8.94,0.71,2.47,22.22,1.53,94.89,1.59,0.0,3.06,0,23.81,91.53,1.153,0.53,4.77,37.35,13.77,1.4,1.06,12.45,63.84,1.63,D,68.0,2.916666667,0.042892157,0.0,61.71,0,0.0,41.14,0,0.0,20.57,0,0.0,0.0,-,0.0,20.57,0,0.0,20.57,0,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,59.43,0,0.0,0.0,-,-,100,1,61.71,20.57,20.57,308.57,75,61.71,20.57,41.14,60,D,68.0,1350.233333,19.85637255,45.33,73.94,38.0,34.22,53.81,38.87,25.46,38.48,39.82,3.07,2.76,52.67,22.13,31.28,41.43,8.44,11.86,41.58,1.38,1.2,53.45,18.25,25.89,41.34,1.24,1.01,55.26,27.34,53.98,33.62,0.51,1.16,30.77,12.04,92.84,1.0490000000000002,4.0,11.95,14.31,44.08,21.84,10.53,20.22,29.19,26.51,D,26.0,2/8/92,Stockholm,,SWE,SWE,75.0,219.0,2010,DAL,2,11,41
Paul Byron,2018,MTL,L,82.0,1079.2666666667,17.0,12.0,7.0,5.0,29.0,65.91,91.0,18.68,164.0,136.0,132.0,92.0,5.0,18.0,23.0,10.0,9.0,1.0,0.0,19.0,29.0,34.0,129.0,78.0,39.0,35.0,50.0,41.18,L,82.0,92.016666666667,2.0,2.0,2.0,0.0,4.0,28.57,12.0,16.67,23.0,20.0,18.0,10.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,4.0,1.0,0.0,0.0,-,L,82.0,151.0,1.0,1.0,1.0,0.0,2.0,100.00,12.0,8.33,16.0,15.0,15.0,10.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,10.0,5.0,5.0,15.0,5.0,18.0,21.74,L,82.0,151.0,1.841463415,17.88,106.09,14.42,15.1,82.65,15.45,12.32,59.6,17.13,0.79,5.56,12.5,9.93,51.26,16.23,5.96,25.83,18.75,0.79,2.78,22.22,5.3,33.91,13.51,0.0,1.06,0,6.31,75.76,7.69,0.0,2.87,0,6.45,90.67,0.971,0.0,5.96,37.75,46.09,0,1.59,10.73,50.46,3.05,L,82.0,92.01666667,1.122154472,106.29,16.95,86.24,86.72,13.69,86.36,69.12,9.78,87.6,9.13,1.3,87.5,59.99,9.78,85.98,31.3,3.26,90.57,5.87,1.3,81.82,38.25,8.69,81.48,2.61,0.0,100,61.22,5.65,91.55,1.88,0.0,100,13.21,86.67,0.999,37.17,7.17,1.3,28.04,96.61,63.9,9.78,1.96,97.03,L,82.0,1322.283333,16.1254065,57.67,60.21,48.92,43.33,44.92,49.1,32.35,31.45,50.71,2.72,2.9,48.39,27.91,27.63,50.25,13.57,12.07,52.92,2.0,1.63,55,19.12,20.75,47.95,0.54,0.85,39.13,35.66,39.92,47.18,0.46,0.92,33.33,8.42,90.76,0.992,10.57,14.93,12.84,44.33,45.16,20.74,21.6,22.51,47.95,L,29.0,4/27/89,Ottawa,ON,CAN,CAN,69.0,163.0,2007,BUF,6,28,179
Paul Carey,2018,NYR,C,60.0,584.68333333333,5.0,7.0,5.0,2.0,12.0,70.59,48.0,10.42,89.0,69.0,48.0,26.0,2.0,4.0,18.0,9.0,9.0,0.0,0.0,5.0,30.0,20.0,65.0,39.0,20.0,17.0,22.0,43.59,C,60.0,1.45,1.0,0.0,0.0,0.0,1.0,100.00,1.0,100.00,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.00,C,60.0,29.466666666667,1.0,0.0,0.0,0.0,1.0,100.00,2.0,50.00,3.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,0.0,100.00,C,60.0,29.46666667,0.491111111,20.36,83.48,19.61,14.25,67.19,17.5,12.22,46.83,20.69,2.04,10.18,16.67,4.07,57.01,6.67,2.04,20.36,9.09,2.04,4.07,33.33,2.71,48.87,5.26,0.0,5.43,0,8.82,32.35,21.43,0.0,2.94,0,16.67,78.26,0.949,4.07,4.07,12.22,93.67,25,4.07,6.11,12.22,25,C,60.0,1.45,0.024166667000000003,165.52,0.0,100,124.14,0.0,100,124.14,0.0,100,41.38,0.0,100,82.76,0.0,100,82.76,0.0,100,41.38,0.0,100,0.0,0.0,-,0.0,0.0,-,119.54,0.0,100,0.0,0.0,-,33.33,-,0.33,41.38,124.14,0.0,206.9,100,82.76,165.52,0.0,100,C,60.0,615.6,10.26,43.18,65.4,39.77,31.68,49.71,38.92,23.78,36.94,39.17,1.85,3.51,34.55,21.54,30.21,41.62,9.36,13.16,41.56,1.17,1.85,38.71,16.24,22.74,41.67,0.52,1.82,22.22,23.51,41.39,36.23,0.42,0.28,60,7.79,90.5,0.983,8.58,15.01,7.41,57.6,53.66,12.38,18.81,14.72,45.68,C,30.0,9/24/88,Boston,MA,USA,USA,73.0,200.0,2007,COL,5,14,135
Paul LaDue,2018,L.A,D,12.0,156.16666666667,2.0,1.0,1.0,0.0,3.0,37.50,11.0,18.18,27.0,14.0,5.0,0.0,1.0,0.0,6.0,3.0,3.0,0.0,0.0,0.0,4.0,1.0,12.0,25.0,11.0,0.0,0.0,-,D,12.0,9.8333333333333,1.0,0.0,0.0,0.0,1.0,100.00,2.0,50.00,6.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-,D,12.0,1.65,0.0,0.0,0.0,0.0,0.0,-,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,D,12.0,1.65,0.1375,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,-,-,-,36.36,0.0,0.0,72.73,100,36.36,0.0,0.0,100,D,12.0,9.833333332999999,0.819444444,79.32,30.51,72.22,54.92,12.2,81.82,30.51,12.2,71.43,6.1,0.0,100,30.51,12.2,71.43,6.1,0.0,100,0.0,0.0,-,32.54,16.27,66.67,0.0,0.0,-,61.69,8.81,87.5,8.81,0.0,100,20,100,1.2,24.41,6.1,0.0,48.81,100,36.61,6.1,0.0,100,D,12.0,167.65,13.97083333,66.21,46.88,58.54,45.09,33.64,57.27,29.7,22.9,56.46,3.22,1.07,75,30.42,20.4,59.86,11.09,7.87,58.49,1.43,1.07,57.14,25.77,16.7,60.67,0.48,0.0,100,39.29,27.92,58.46,2.07,0.0,100,10.84,95.31,1.062,11.09,9.31,5.73,54.04,65.96,20.04,17.18,11.81,62.92,D,26.0,9/6/92,Grand Forks,ND,USA,USA,74.0,200.0,2012,L.A,6,30,181
Paul Martin,2018,S.J,D,14.0,204.6,0.0,2.0,2.0,0.0,2.0,25.00,6.0,0.00,16.0,11.0,5.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,9.0,8.0,13.0,17.0,0.0,0.0,-,D,14.0,0.3,0.0,0.0,0.0,0.0,0.0,-,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,D,14.0,1.75,0.0,0.0,0.0,0.0,0.0,-,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,D,14.0,1.75,0.125,0.0,102.86,0,0.0,102.86,0,0.0,68.57,0,0.0,0.0,-,0.0,34.29,0,0.0,0.0,-,0.0,0.0,-,0.0,45.71,0,0.0,0.0,-,0.0,99.05,0,0.0,0.0,-,-,100,1,0.0,0.0,0.0,102.86,-,0.0,34.29,0.0,-,D,14.0,0.3,0.021428571,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,-,-,-,0.0,200.0,0.0,0.0,-,0.0,200.0,0.0,-,D,14.0,206.65,14.76071429,69.97,56.91,55.15,48.49,41.52,53.87,31.94,29.32,52.13,2.32,1.45,61.54,30.2,27.0,52.79,12.48,10.74,53.75,1.16,0.29,80,23.61,21.68,52.14,0.77,1.16,40,49.49,34.81,58.71,0.84,0.42,66.67,7.27,95.05,1.023,13.94,14.52,7.55,42.39,64.86,26.13,21.2,18.58,58.44,D,37.0,3/5/81,Minneapolis,MN,USA,USA,73.0,200.0,2000,N.J,2,32,62
Paul Postma,2018,BOS,D,14.0,131.45,0.0,1.0,1.0,0.0,1.0,25.00,11.0,0.00,25.0,19.0,8.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,12.0,9.0,10.0,0.0,0.0,-,D,14.0,11.416666666666998,0.0,0.0,0.0,0.0,0.0,-,3.0,0.00,8.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-,D,14.0,0.3,0.0,0.0,0.0,0.0,0.0,-,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,D,14.0,0.3,0.021428571,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,-,-,-,0.0,0.0,0.0,400.0,-,0.0,0.0,0.0,-,D,14.0,11.41666667,0.81547619,84.09,5.26,94.12,52.55,5.26,90.91,47.3,0.0,100,0.0,0.0,-,42.04,0.0,100,10.51,0.0,100,0.0,0.0,-,42.04,0.0,100,0.0,0.0,-,45.55,0.0,100,0.0,0.0,-,0,-,0,10.51,10.51,5.26,68.32,66.67,15.77,26.28,10.51,60,D,14.0,143.16666669999998,10.22619048,63.7,57.0,52.78,46.94,43.17,52.09,36.46,29.76,55.06,1.68,2.51,40,31.01,27.66,52.86,12.15,13.41,47.54,0.84,1.68,33.33,25.15,19.0,56.96,0.56,0.56,50,39.95,35.11,53.23,0.61,0.61,50,4.6,91.55,0.961,11.73,9.64,7.96,58.25,59.57,24.73,16.34,17.6,58.42,D,29.0,2/22/89,Red Deer,AB,CAN,CAN,75.0,195.0,2007,ATL,7,24,205
Paul Stastny,2018,"STL, WPG",C,82.0,1203.4333333333,13.0,30.0,16.0,14.0,43.0,69.35,124.0,10.48,194.0,173.0,139.0,82.0,6.0,11.0,18.0,9.0,9.0,0.0,0.0,13.0,13.0,41.0,42.0,43.0,28.0,651.0,536.0,54.84,C,82.0,216.31666666667,3.0,6.0,3.0,3.0,9.0,37.50,33.0,9.09,46.0,42.0,44.0,35.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,4.0,0.0,116.0,84.0,58.00,C,82.0,81.233333333333,0.0,1.0,0.0,1.0,1.0,50.00,2.0,0.00,3.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,10.0,65.0,63.0,50.78,C,82.0,81.23333333,0.9906504070000001,14.77,119.66,10.99,14.03,89.37,13.57,12.56,56.87,18.09,1.48,8.86,14.29,4.43,58.35,7.06,2.95,25.85,10.26,1.48,3.69,28.57,1.97,43.33,4.35,0.0,4.92,0,4.27,81.08,5,0.0,2.13,0,11.76,84.42,0.962,2.95,10.34,66.48,39.89,4.26,3.69,13.3,86.42,4.1,C,82.0,216.31666669999998,2.63800813,109.84,16.92,86.65,82.66,15.26,84.42,62.69,12.2,83.7,6.66,1.39,82.76,50.2,6.66,88.29,20.53,3.05,87.06,2.5,1.11,69.23,39.57,4.81,89.17,1.85,0.37,83.33,80.53,8.01,90.95,4.01,0.0,100,10.62,88.64,0.993,24.96,3.61,1.11,19.97,95.74,55.2,8.88,3.05,94.76,C,82.0,1500.983333,18.3046748,69.27,53.4,56.47,51.89,39.57,56.73,38.1,29.5,56.36,3.52,3.0,53.99,31.62,24.3,56.54,11.99,9.95,54.64,1.36,1.68,44.74,26.17,19.13,57.76,1.49,0.96,60.87,45.85,33.95,57.45,1.5,0.87,63.41,9.23,89.84,0.991,13.35,12.67,11.67,38.37,53.35,26.74,18.35,21.23,55.75,C,33.0,12/27/85,Quebec City,QC,CAN,USA,72.0,193.0,2005,COL,2,14,44
Pavel Buchnevich,2018,NYR,R,74.0,909.0666666666699,9.0,17.0,11.0,6.0,26.0,72.22,104.0,8.65,196.0,143.0,103.0,48.0,5.0,20.0,8.0,4.0,4.0,0.0,0.0,16.0,36.0,34.0,48.0,67.0,33.0,12.0,34.0,26.09,R,74.0,197.45,5.0,12.0,7.0,5.0,17.0,60.71,31.0,16.13,69.0,47.0,33.0,15.0,0.0,3.0,12.0,3.0,1.0,2.0,0.0,1.0,7.0,5.0,3.0,3.0,2.0,0.0,0.0,-,R,74.0,4.5333333333332995,0.0,0.0,0.0,0.0,0.0,-,1.0,0.00,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,R,74.0,4.533333333,0.061261261,26.47,66.18,28.57,26.47,66.18,28.57,13.24,39.71,25,0.0,0.0,-,13.24,0.0,100,13.24,0.0,100,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,19.12,95.59,16.67,0.0,0.0,-,0,100,1,13.24,13.24,26.47,172.06,33.33,26.47,13.24,26.47,50,R,74.0,197.45,2.668243243,110.91,12.46,89.9,82.65,11.24,88.03,57.74,8.51,87.16,8.51,0.61,93.33,57.43,4.86,92.2,25.83,3.04,89.47,4.56,0.61,88.24,42.14,2.43,94.55,2.84,0.0,100,71.55,5.71,92.61,2.63,0.0,100,14.74,92.86,1.076,42.54,4.86,0.3,9.42,99.29,62.9,7.29,3.95,94.09,R,74.0,1111.05,15.01418919,67.4,52.76,56.09,50.49,41.1,55.13,36.24,29.59,55.05,3.46,2.11,62.14,33.16,24.25,57.76,14.9,10.58,58.47,2.21,0.7,75.93,24.34,18.22,57.19,0.86,1.3,40,42.43,32.45,56.67,0.78,0.47,62.5,9.54,92.88,1.024,18.52,14.31,7.4,40.93,71.46,28.51,18.42,13.45,67.95,R,23.0,4/17/95,Cherepovets,,RUS,RUS,74.0,196.0,2013,NYR,3,14,75
Pavel Zacha,2018,N.J,C,69.0,828.9833333333299,5.0,14.0,10.0,4.0,19.0,61.29,87.0,5.75,150.0,125.0,100.0,44.0,8.0,8.0,26.0,12.0,12.0,0.0,0.0,6.0,25.0,30.0,65.0,43.0,20.0,282.0,362.0,43.79,C,69.0,90.166666666667,2.0,3.0,2.0,1.0,5.0,62.50,19.0,10.53,34.0,29.0,24.0,8.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,3.0,3.0,0.0,22.0,23.0,48.89,C,69.0,72.46666666666701,1.0,0.0,0.0,0.0,1.0,50.00,6.0,16.67,7.0,6.0,4.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,5.0,6.0,2.0,3.0,2.0,14.0,22.0,38.89,C,69.0,72.46666667,1.0502415459999999,17.39,70.38,19.81,14.9,51.33,22.5,12.42,41.4,23.08,1.66,2.48,40,8.28,34.77,19.23,5.8,13.25,30.43,0.83,1.66,33.33,3.31,28.7,10.34,1.1,0.0,100,7.18,46.64,13.33,0.0,1.2,0,13.33,94,1.073,1.66,5.8,16.56,81.97,9.09,4.97,12.42,21.53,18.75,C,69.0,90.16666667,1.306763285,89.17,17.3,83.75,71.87,16.64,81.2,53.23,13.31,80,5.32,1.33,80,46.58,9.32,83.33,19.96,2.66,88.24,3.33,0.67,83.33,35.49,8.87,80,0.89,0.89,50,58.63,5.77,91.04,1.92,0.0,100,10,90,1,25.95,4.66,3.99,27.28,86.67,45.25,8.65,5.32,89.47,C,69.0,991.6166667000001,14.37125604,56.27,55.67,50.27,44.9,41.57,51.92,31.89,30.25,51.31,2.48,2.36,51.25,26.93,26.74,50.17,11.19,8.71,56.23,1.45,1.63,47.06,20.98,24.04,46.59,0.81,0.48,62.5,35.31,35.66,49.75,0.61,0.52,53.85,7.78,92.2,1.0,10.29,11.44,8.71,47.98,54.14,20.15,18.21,17.55,53.45,C,21.0,4/6/97,Brno,,CZE,CZE,75.0,210.0,2015,N.J,1,6,6
Peter Cehlarik,2018,BOS,L,6.0,71.5,1.0,1.0,0.0,1.0,2.0,50.00,3.0,33.33,6.0,4.0,5.0,3.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,9.0,3.0,2.0,2.0,50.00,L,6.0,12.1,0.0,0.0,0.0,0.0,0.0,-,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,6.0,12.1,2.016666667,59.5,19.83,75,34.71,14.88,70,19.83,14.88,57.14,0.0,0.0,-,24.79,9.92,71.43,14.88,4.96,75,0.0,0.0,-,13.22,6.61,66.67,0.0,0.0,-,35.81,14.33,71.43,0.0,0.0,-,0,100,1,34.71,4.96,0.0,4.96,100,59.5,9.92,0.0,100,L,6.0,83.6,13.93333333,58.85,61.72,48.81,48.09,44.5,51.94,38.04,35.17,51.96,2.87,1.44,66.67,25.84,26.56,49.32,10.05,12.92,43.75,0.72,0.0,100,21.05,18.18,53.66,1.91,1.91,50,40.43,37.32,52.0,1.04,0.0,100,7.55,95.92,1.035,20.1,17.94,5.74,34.45,77.78,36.6,24.4,12.92,73.91,L,23.0,8/2/95,Zilina,,SVK,SVK,74.0,202.0,2013,BOS,3,29,90
